0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
3/23/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
3/24/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
3/27/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
3/28/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
3/29/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
3/30/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
3/31/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
4/3/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
4/4/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
4/5/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
4/6/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
4/7/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
4/10/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
4/11/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
4/12/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
4/13/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
4/14/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
4/17/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
4/18/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
4/19/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
4/20/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
4/24/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
4/25/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
4/26/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
4/27/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
4/28/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
5/1/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
5/2/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
5/3/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
5/4/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
5/5/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
5/8/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
5/9/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
5/10/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
5/11/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
5/12/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
5/15/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
5/16/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
5/17/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
5/18/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
5/19/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
5/22/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
5/23/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
5/24/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
5/25/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
5/26/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
5/30/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
5/31/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
6/1/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
6/2/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
6/5/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
6/6/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
6/7/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
6/8/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
6/9/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
6/12/00,6/21/00,9/20/00,12/20/00,3/21/01,6/20/01,9/19/01,12/19/01,3/20/02,6/19/02,9/18/02,12/18/02,3/19/03,6/18/03,9/17/03,12/17/03,3/17/04,6/16/04,9/15/04,12/15/04,3/16/05,6/15/05,9/21/05,12/21/05,3/15/06,6/21/06,9/20/06,12/20/06,3/21/07,6/20/07,9/19/07,12/19/07,3/19/08,6/18/08,9/17/08,12/17/08,3/18/09,6/17/09,9/16/09,12/16/09,3/17/10
